Park_Name,Width_ft,Class,Surface,Gen_Topog,Difficulty,Trail_Name,ParkID,TrailMarkersInstalled,Latitude,Longitude
Seton Falls Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X046,No,-73.83724230743957,40.88692483913154
Van Cortlandt Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,John Muir Trail,X092,Yes,-73.8848664952189,40.89913475978864
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Biking Trail,Q021,No,-73.76733484196427,40.74432855725368
Prospect Park,Over 8 feet,Class III : Developed/Improved,Gravel,Level, flat terrain  uneven treadway  slight elevation change,Bridle Trail,B073,No,-73.97218847177957,40.65543657116224
Pelham Bay Park,6 feet to less than 8 feet,Class IV : Highly Developed,Gravel,Level, flat terrain  uneven treadway  slight elevation change,Bridle Trail,X039,Yes,-73.81582690084434,40.88141982829501
Paerdegat Basin Park,6 feet to less than 8 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,B406,No,-73.90341250395343,40.62245269211065
Pelham Bay Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Kazimirof Trail - Blue and Red,X039,Yes,-73.7863119426093,40.87577084943903
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X092,No,-73.8802416948431,40.90159035352268
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.81865876620016,40.851896590204525
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.80402408343643,40.85890332911815
Pelham Bay Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.81947572411836,40.85379237940985
Spuyten Duyvil Shorefront Park,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X090,No,-73.92011855388049,40.87792391737296
Canarsie Park,Over 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,B018,No,-73.89674573797991,40.62744053385792
Flushing Meadows Corona Park,4 feet to less than 6 feet,Class III : Developed/Improved,Gravel,Level, flat terrain  uneven treadway  slight elevation change,N/A,Q099,No,-73.83070300004798,40.72211633506833
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.82098248083639,40.849196336569534
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Siwanoy Trail,X039,Yes,-73.80567765453031,40.867722415145394
Prospect Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,B073,No,-73.96603216503878,40.66084217420915
Sherman Creek,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,M300,No,-73.92190128064169,40.857524455380556
Van Cortlandt Park,4 feet to less than 6 feet,Class III : Developed/Improved,Gravel,Level, flat terrain  uneven treadway  slight elevation change,N/A,X092,No,-73.88099291268654,40.898643411128106
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Biking Trail,Q021,No,-73.7648499605016,40.7354074120988
Cunningham Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Sloped, moderate elevation change  welll-graded trail  flat trail with rough treadway,N/A,Q021,No,-73.77480209790492,40.72559045323178
Kissena Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level, flat terrain  uneven treadway  slight elevation change,Orange Trail,Q024,Yes,-73.80670403915884,40.74553919488771
Forest Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Blue Trail/Orange Trail,Q015,Yes,-73.85119937704349,40.704188336539545
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Siwanoy Trail,X039,Yes,-73.80578955969,40.86556656815836
LaTourette Park & Golf Course,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Nature Center Trail,R013,Yes,-74.13941976900409,40.58645942969795
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Road,Level, flat terrain  uneven treadway  slight elevation change,John Muir Trail,X092,Yes,-73.89434064648772,40.902530197772855
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.79198245208767,40.87369609588079
Van Cortlandt Park,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,X092,No,-73.89184700201717,40.902600688312326
Forest Park,6 feet to less than 8 feet,Class III : Developed/Improved,Wood Chips,Sloped, flat terrain  uneven treadway  slight elevation change,Blue Trail,Q015,Yes,-73.84486081192705,40.70552958371529
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.82389410935852,40.85059410680817
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Gravel,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.79099604722377,40.8704293278626
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,X092,No,-73.87972876488438,40.89641528234756
Fresh Creek Nature Preserve,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Wood Chips,Level, flat terrain  uneven treadway  slight elevation change,N/A,B384,No,-73.8810460202849,40.64252116902862
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X092,No,-73.89068655351943,40.88906286414774
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Wavy, flat terrain  uneven treadway  slight elevation change,Orange Trail,M042,Yes,-73.92918422418109,40.870682456885426
Pelham Bay Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.79442717153763,40.872962219578184
Marine Park,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,Blue Trail,B057,Yes,-73.92122176723218,40.59011653672177
Spuyten Duyvil Shorefront Park,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X090,No,-73.91998051412212,40.8776216793394
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.81876934515581,40.85185129176246
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,White Trail,M042,Yes,-73.92491325368364,40.876970463855784
Belt Parkway/ Shore Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Sand,Level, flat terrain  uneven treadway  slight elevation change,N/A,B018,No,-73.8967857572258,40.62386132661577
Soundview Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X118,No,-73.86750869348108,40.8112414017799
Pelham Bay Park,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.8012192022735,40.86491527135213
Richmond Parkway,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R065,No,-74.12703696668343,40.58679924175243
Forest Park,4 feet to less than 6 feet,Class III : Developed/Improved,Paved,Wavy, flat terrain  uneven treadway  slight elevation change,Orange Trail,Q015,Yes,-73.85270648930181,40.70451470274869
Forest Park,2 feet to less than 4 feet,Class IV : Highly Developed,Wood Chips,Sloped, moderate elevation change  welll-graded trail  flat trail with rough treadway,Yellow Trail,Q015,Yes,-73.84200835134172,40.706359230278345
Prospect Park,6 feet to less than 8 feet,Class IV : Highly Developed,Wood Chips,Level, flat terrain  uneven treadway  slight elevation change,N/A,B073,No,-73.9670792600179,40.656186787464
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.79114456400868,40.87315871500615
Sherman Creek,4 feet to less than 6 feet,Class III : Developed/Improved,Concrete,Level, flat and smooth,N/A,M300,No,-73.92183251054387,40.85761017425719
Kissena Corridor Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Greenway/Orange Trail,Q300,Yes,-73.81734141503243,40.74646018373299
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.81794841462536,40.85034415081578
Cunningham Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level, flat terrain  uneven treadway  slight elevation change,N/A,Q021,No,-73.77658471330834,40.72378670985324
Pelham Bay Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.79839836622632,40.86447675087265
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,X092,No,-73.89155267256348,40.89117642538562
Marine Park,Over 8 feet,Class V : Fully Developed,Concrete,Level, flat and smooth,N/A,B057,No,-73.92661199545472,40.6066740737277
Prospect Park,Over 8 feet,Class IV : Highly Developed,Paved,Level, flat terrain  uneven treadway  slight elevation change,N/A,B073,No,-73.96865682419057,40.6658101855687
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.82027636813119,40.852475769559206
Prospect Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,B073,No,-73.96634440440279,40.658352524906846
Pelham Bay Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Kazimirof  - Blue,X039,Yes,-73.7891010693561,40.87572156808701
Inwood Hill Park,6 feet to less than 8 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Orange Trail,M042,Yes,-73.92679389911537,40.873869869440966
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.82248496665588,40.852646812359566
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.82127402108307,40.85573079044462
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Gravel,Level, flat terrain  uneven treadway  slight elevation change,Cross Country,X092,Yes,-73.89200844402556,40.89726671501386
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Siwanoy Trail,X039,Yes,-73.80743458850536,40.8717110305688
Willowbrook Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Yellow Trail,R047,Yes,-74.13051699350925,40.583299940063405
Kissena Corridor Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level, flat terrain  uneven treadway  slight elevation change,N/A,Q300,No,-73.8204295556052,40.746736117061964
Marine Park,6 feet to less than 8 feet,Class II : Simple/Minor Developed,Sand,Level, flat terrain  uneven treadway  slight elevation change,Blue Trail,B057,Yes,-73.92272085865662,40.592790598917915
Van Cortlandt Park,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Putnam Greenway,X092,Yes,-73.89154435627431,40.890589770024704
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Gravel,Level, flat terrain  uneven treadway  slight elevation change,Cross Country,X092,Yes,-73.8901888356546,40.90461227571406
Pelham Bay Park,6 feet to less than 8 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.7840628996784,40.87225293896692
Prospect Park,Over 8 feet,Class IV : Highly Developed,Paved,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,B073,No,-73.96831192982854,40.664262302162555
Van Cortlandt Park,4 feet to less than 6 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X092,No,-73.87071086045457,40.901609994908505
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.82314617823148,40.84753866011526
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.82496568420028,40.85003627550969
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Old Croton Aqueduct Trail,X092,Yes,-73.88232986338228,40.904152361037994
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped, flat terrain  uneven treadway  slight elevation change,Biking Trail,Q021,No,-73.7662902883062,40.73893301459486
Marine Park,4 feet to less than 6 feet,Class III : Developed/Improved,Sand,Level, flat terrain  uneven treadway  slight elevation change,Red Trail,B057,Yes,-73.91734732876235,40.58977153244642
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X118,No,-73.86650898578985,40.81198702212323
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X092,No,-73.88346079376817,40.89282422999119
Van Cortlandt Park,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Cass Gallagher Nature Trail,X092,Yes,-73.89036432752049,40.90752954602263
Pelham Bay Park,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.79205012443006,40.8774774388874
Forest Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,Q015,Yes,-73.84113418796034,40.70748621202647
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Grasses,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.78353288727416,40.87189625566796
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.81966479462231,40.8529198911248
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Biking Trail,Q021,No,-73.7687319457535,40.740140678039545
Prospect Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,B073,No,-73.96617939377428,40.65968069265143
Marine Park,Over 8 feet,Class IV : Highly Developed,Sand,Level, flat terrain  uneven treadway  slight elevation change,Red Trail,B057,Yes,-73.92542193969965,40.59697530692623
Pelham Bay Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Siwanoy Trail,X039,Yes,-73.79876887808109,40.86130357212029
High Rock Park,2 feet to less than 4 feet,Class IV : Highly Developed,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Gretta Moulton Trail,R088,Yes,-74.12647946975494,40.58530919080333
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Sloped, strenuous climbs of moderate duration  short but steep climbs,N/A,M042,No,-73.9195690224733,40.87110572390627
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.78737265124319,40.87375585427204
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Wavy, flat terrain  uneven treadway  slight elevation change,Orange/Blue Trail,M042,Yes,-73.9274121379188,40.87186505795123
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.7898302020988,40.87539197982315
Prospect Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,B073,No,-73.96870823458504,40.65801320306773
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Sloped, moderate elevation change  welll-graded trail  flat trail with rough treadway,White Trail,M042,Yes,-73.92309254380699,40.876767651994214
Willowbrook Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,White Trail,R030,Yes,-74.15431641826915,40.59722097911609
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.78558042129544,40.87068530790563
Highland Park,Over 8 feet,Class V : Fully Developed,Concrete,Level, flat and smooth,N/A,Q020,No,-73.88433646924442,40.68740773094027
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.82419146856878,40.84775085193821
Prospect Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,B073,No,-73.96927999680976,40.664537373448404
Fresh Creek Nature Preserve,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,B384,No,-73.88053053819141,40.6424979163589
Van Cortlandt Park,4 feet to less than 6 feet,Class IV : Highly Developed,Gravel,Sloped, flat terrain  uneven treadway  slight elevation change,Cross Country,X092,Yes,-73.8918045919337,40.89564633767851
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Biking Trail,Q021,No,-73.76826994375065,40.74242486882354
Conference House Park,Over 8 feet,Class V : Fully Developed,Gravel,Level, flat terrain  uneven treadway  slight elevation change,N/A,R006,No,-74.25292212275217,40.503147387817705
Pelham Bay Park,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.81292886557071,40.8641677988544
Van Cortlandt Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,John Muir Trail,X092,Yes,-73.8862556942,40.899980410278395
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.7911470960757,40.87317366322921
Prospect Park,Over 8 feet,Class V : Fully Developed,Concrete,Level, flat and smooth,N/A,B073,No,-73.97160076217769,40.65768342612321
Van Cortlandt Park,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X092,No,-73.8782741562729,40.899551417467585
Willowbrook Park,Over 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,White Trail,R030,Yes,-74.1578626829108,40.604455720608584
Bronx Park,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,Red Trail,X002,Yes,-73.87254020512562,40.87403775186754
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, moderate elevation change  welll-graded trail  flat trail with rough treadway,Biking Trail,Q021,No,-73.77297352154488,40.74151848096625
Canarsie Park,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,B018,No,-73.89567839607703,40.628458359612814
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Sloped, flat terrain  uneven treadway  slight elevation change,White Trail,M042,Yes,-73.92346414929237,40.87689146035901
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.78687792344734,40.8710295685415
Van Cortlandt Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Sloped, flat terrain  uneven treadway  slight elevation change,Cass Gallagher Nature Trail,X092,Yes,-73.89036432752049,40.90752954602263
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.82306700973362,40.85101800466695
Pelham Bay Park,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Bridle Trail,X039,Yes,-73.81582690084434,40.88141982829501
Raoul Wallenberg Forest,4 feet to less than 6 feet,Class IV : Highly Developed,Gravel,Level, flat terrain  uneven treadway  slight elevation change,Orange Trail,X259,Yes,-73.91788041995524,40.88756972893507
Marine Park,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Sand,Wavy, flat terrain  uneven treadway  slight elevation change,Red Trail,B057,Yes,-73.92268657173226,40.59403262427593
Richmond Parkway,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R065,No,-74.12703696668343,40.58679924175243
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X039,No,-73.81852199387981,40.852000475755844
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.82254954986102,40.85166946778649
Pelham Bay Park,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Kazimirof Trail - Blue and Red,X039,Yes,-73.78734509985156,40.87396780508691
Inwood Hill Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Sloped, flat terrain  uneven treadway  slight elevation change,N/A,M042,No,-73.92754064665135,40.87003227151896
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,John Muir Trail,X092,Yes,-73.89318903666309,40.90152564522035
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.79575111417624,40.86476482796792
Cunningham Park,2 feet to less than 4 feet,Class IV : Highly Developed,Dirt,Sloped, flat terrain  uneven treadway  slight elevation change,Biking Trail,Q021,No,-73.76867140383906,40.74401173870255
Seton Falls Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Orange Trail,X046,Yes,-73.83937426357798,40.886916311147516
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Bike Path,X092,Yes,-73.8929088456853,40.88901755204482
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.82512549583146,40.847612159332414
Bronx Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Blue Trail,X002,No,-73.8728780298801,40.87400661819523
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R065,No,-74.11907254389644,40.59044176790251
Canarsie Park,2 feet to less than 4 feet,Class III : Developed/Improved,Paved,Level, flat and smooth,N/A,B018,No,-73.89648159768618,40.627809309765176
Soundview Park,Over 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,X118,No,-73.8704088093788,40.81458678488682
Marine Park,Over 8 feet,Class V : Fully Developed,Gravel,Level, flat terrain  uneven treadway  slight elevation change,Salt Marsh Nature Trail,B057,Yes,-73.92999551446671,40.60408064558464
Inwood Hill Park,6 feet to less than 8 feet,Class V : Fully Developed,Gravel,Sloped, moderate elevation change  welll-graded trail  flat trail with rough treadway,N/A,M042,No,-73.92740392416705,40.86889763352322
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,White Trail,M042,Yes,-73.924697931563,40.877049168460935
Forest Park,Over 8 feet,Class V : Fully Developed,Paved,Wavy, flat terrain  uneven treadway  slight elevation change,Red Trail,Q015,Yes,-73.85703128903872,40.69942332564831
LaTourette Park & Golf Course,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Sloped, moderate elevation change  welll-graded trail  flat trail with rough treadway,N/A,R013,No,-74.15596313811484,40.57235199813009
Pelham Bay Park,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Kazimirof  - Blue,X039,Yes,-73.79071215587703,40.87800075413929
Marine Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,B057,No,-73.93076138379843,40.60030122005398
Bronx Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X002,No,-73.87340004193854,40.86687659771298
Van Cortlandt Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,John Muir Trail,X092,Yes,-73.87536538072628,40.902076213631545
Canarsie Park,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Wavy, flat and smooth,N/A,B018,No,-73.89694994012424,40.62603058941087
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.8248344306422,40.84823839477019
Van Cortlandt Park,2 feet to less than 4 feet,Class I : Minimal/Undeveloped,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X092,No,-73.88199424209611,40.89729327437496
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X092,No,-73.89410525937565,40.89054400060173
Marine Park,Over 8 feet,Class IV : Highly Developed,Sand,Level, flat terrain  uneven treadway  slight elevation change,Blue Trail,B057,Yes,-73.91732658680296,40.58882321484274
Bronx Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X002,No,-73.8728427437462,40.87173701482673
Forest Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,Q015,Yes,-73.84900842169448,40.70496303390171
Van Cortlandt Park,4 feet to less than 6 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,X092,No,-73.87839743869728,40.90207628906733
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Paved,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,Q021,No,-73.77362500703677,40.72632656396191
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X092,No,-73.89698571488564,40.8904936153752
Van Cortlandt Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X092,No,-73.8779105759549,40.90103040592783
Marine Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,B057,No,-73.93123168260196,40.60083228480317
Highland Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,Q020,No,-73.88520037243973,40.69112840086808
Marine Park,4 feet to less than 6 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,B057,No,-73.92071762978534,40.58947547199994
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,M042,No,-73.9219106449329,40.87085760242462
LaTourette Park & Golf Course,6 feet to less than 8 feet,Class IV : Highly Developed,Gravel,Level, flat terrain  uneven treadway  slight elevation change,NYC Greenway,R013,No,-74.16332580569211,40.57227823759448
Forest Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,Q015,Yes,-73.83859494777703,40.706698170834606
Deere Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Blue Trail,R115,Yes,-74.10956909950322,40.60758358672205
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Bridle Trail,X092,Yes,-73.8930869106361,40.90581164437531
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X039,No,-73.79516986796598,40.86746898688055
