Park_Name,Width_ft,Class,Surface,Gen_Topog,Trail_Name,Borough,TrailMarkersInstalled,Latitude,Longitude,Difficulty
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.82254954986102,40.85166946778649,easy
Van Cortlandt Park,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Level,Cross Country,Bronx,Yes,-73.89259511438645,40.904314115502345,easy
Marine Park,4 feet to less than 6 feet,Class III : Developed/Improved,Sand,Level,Red Trail,Brooklyn,Yes,-73.92525255192015,40.598159258301045,hard
Forest Park,6 feet to less than 8 feet,Class III : Developed/Improved,Wood Chips,Level,Blue Trail,Queens,Yes,-73.84978714958831,40.70660106426128,hard
Pelham Bay Park,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level,Kazimirof Trail - Blue and Red,Bronx,Yes,-73.78662444037673,40.87533998565866,hard
Van Cortlandt Park,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Level,,Bronx,No,-73.87488000884782,40.89980412072183,hard
Kissena Corridor Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Queens,No,-73.77234807423068,40.73391485873645,easy
High Rock Park,2 feet to less than 4 feet,Class IV : Highly Developed,Dirt,Level,Gretta Moulton Trail,Staten Island,Yes,-74.1255942895551,40.585580835133385,hard
Conference House Park,Over 8 feet,Class IV : Highly Developed,Gravel,Sloped,Blue Trail,Staten Island,Yes,-74.25417589048695,40.50478471208871,hard
Van Cortlandt Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Bronx,No,-73.88078835079776,40.89697593101721,hard
Van Cortlandt Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Bronx,No,-73.89021507445912,40.90095101393167,hard
Sherman Creek,6 feet to less than 8 feet,Class IV : Highly Developed,Wood Chips,Level,,Manhattan,No,-73.92165604975106,40.85812753781189,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.76799465907204,40.7424605628402,hard
Kissena Corridor Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Queens,No,-73.77527237856522,40.74148689537741,easy
Van Cortlandt Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Sloped,,Bronx,No,-73.89181921075658,40.89540653242581,hard
Forest Park,2 feet to less than 4 feet,Class IV : Highly Developed,Wood Chips,Level,Yellow Trail,Queens,Yes,-73.84089493896317,40.706926529903605,hard
High Rock Park,6 feet to less than 8 feet,Class V : Fully Developed,Wood Chips,Level,,Staten Island,Yes,-74.12215720170623,40.58292619603673,hard
Seton Falls Park,2 feet to less than 4 feet,Class IV : Highly Developed,Dirt,Wavy,,Bronx,No,-73.83816700948962,40.88655015527966,hard
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,,Bronx,No,-73.8206079927431,40.84862955496983,hard
Van Cortlandt Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Sloped,,Bronx,No,-73.88447568879229,40.89836907371416,hard
Bronx Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.87362237181542,40.8670692365036,easy
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.88165207634755,40.892749391998265,easy
Kissena Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level,Orange Trail,Queens,Yes,-73.80649812298381,40.74379504705463,hard
Prospect Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level,,Brooklyn,No,-73.9711029636665,40.6578833888613,hard
Canarsie Park,4 feet to less than 6 feet,Class IV : Highly Developed,Wood Chips,Level,Blue Trail,Brooklyn,Yes,-73.89692390308423,40.62399468890082,hard
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,,Bronx,No,-73.81910499699667,40.84921548693381,hard
Inwood Hill Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Manhattan,No,-73.92367788944867,40.875471518200925,hard
Van Cortlandt Park,4 feet to less than 6 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.87790654554925,40.90467421514282,easy
Van Cortlandt Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,Cass Gallagher Nature Trail,Bronx,Yes,-73.89025076891028,40.90229191617563,hard
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.82202692231834,40.85034770194427,easy
Van Cortlandt Park,2 feet to less than 4 feet,Class III : Developed/Improved,Gravel,Sloped,,Bronx,No,-73.89293669173769,40.88961399675688,hard
Inwood Hill Park,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Sloped,,Manhattan,No,-73.92562873049812,40.8742600821596,hard
Castle Hill Park,4 feet to less than 6 feet,Class IV : Highly Developed,Paved,Level,Wappinger Trail,Bronx,No,-73.84641208709522,40.81162460527403,easy
Sherman Creek,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,,Manhattan,No,-73.92162721609373,40.85868116153077,hard
Fort Washington Park,Over 8 feet,Class V : Fully Developed,Paved,Level,White Trail,Manhattan,No,-73.93428743961397,40.86430650158974,easy
Forest Park,4 feet to less than 6 feet,Class III : Developed/Improved,Wood Chips,Wavy,,Queens,Yes,-73.84471260182167,40.70586826485574,hard
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.82389410935852,40.85059410680817,easy
Raoul Wallenberg Forest,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,Orange Trail,Bronx,Yes,-73.91700261925685,40.88807993686611,hard
Cunningham Park,2 feet to less than 4 feet,Class IV : Highly Developed,Dirt,Level,Biking Trail,Queens,No,-73.76949889372554,40.7419570588949,hard
Prospect Park,Over 8 feet,Class IV : Highly Developed,Gravel,Level,Bridle Trail,Brooklyn,No,-73.96738616975762,40.66396932345541,hard
High Rock Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,"Blue Trail, Yellow Trail",Staten Island,Yes,-74.12263174327997,40.58676606532456,hard
Cunningham Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level,,Queens,No,-73.7748404731121,40.72485600580833,hard
Bronx Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.87180360063756,40.86854804877372,easy
Forest Park,6 feet to less than 8 feet,Class III : Developed/Improved,Dirt,Sloped,,Queens,Yes,-73.83987885499073,40.70477882680356,hard
Raoul Wallenberg Forest,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Sloped,Orange Trail,Bronx,Yes,-73.91789418744528,40.8867532175868,hard
Van Cortlandt Park,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Level,,Bronx,No,-73.87605133306744,40.89859369674822,hard
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level,Cross Country,Bronx,Yes,-73.8960527767343,40.89377528358526,hard
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level,Old Croton Aqueduct Trail,Bronx,Yes,-73.8828933125143,40.90082733527645,hard
Pelham Bay Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Bronx,No,-73.82366082772232,40.85216424135902,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.76819592798792,40.7394679222915,hard
Forest Park,4 feet to less than 6 feet,Class IV : Highly Developed,Wood Chips,Level,Yellow Trail,Queens,Yes,-73.83965141830127,40.70726601587272,hard
Kissena Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level,,Queens,No,-73.81157913016253,40.74559413134231,hard
Pelham Bay Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Bronx,No,-73.82366082772232,40.85216424135902,hard
Forest Park,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Wood Chips,Level,,Queens,Yes,-73.84150021625794,40.70603651282829,hard
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.8254764090027,40.85322332025289,easy
Pelham Bay Park,6 feet to less than 8 feet,Class IV : Highly Developed,Dirt,Level,,Bronx,No,-73.7904573144842,40.87928119772973,hard
Van Cortlandt Park,4 feet to less than 6 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.87241622537697,40.90133538851965,easy
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.79459953659679,40.86466035911699,easy
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.82470760254128,40.85198805410303,easy
Castle Hill Park,4 feet to less than 6 feet,Class IV : Highly Developed,Boardwalk,Level,,Bronx,No,-73.84751128112846,40.81149218807533,hard
Van Cortlandt Park,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level,,Bronx,No,-73.87315823121251,40.90037123364112,hard
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.8259276159582,40.85032452738493,easy
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77375424980663,40.74176281554107,hard
Pelham Bay Park,6 feet to less than 8 feet,Class IV : Highly Developed,Dirt,Level,,Bronx,No,-73.81771590757504,40.85179450923857,hard
Van Cortlandt Park,4 feet to less than 6 feet,Class I : Minimal/Undeveloped,Dirt,Level,Cross Country,Bronx,Yes,-73.89200844402556,40.89726671501386,hard
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Paved,Level,,Bronx,No,-73.8196001317569,40.886094084895454,easy
Marine Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.92830147434773,40.59822493815836,easy
Van Cortlandt Park,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Level,John Muir Trail,Bronx,Yes,-73.8742995055928,40.90066918880007,hard
Riverside Park,Over 8 feet,Class V : Fully Developed,Paved,Wavy,Blue Trail,Manhattan,No,-73.9651209668917,40.81116014946818,easy
Flushing Meadows Corona Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level,,Queens,No,-73.82811322322544,40.722399072976806,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.7644087341213,40.73574648742927,hard
Flushing Meadows Corona Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level,Pat Dolan Trail,Queens,Yes,-73.83148548476422,40.72006688468254,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77043588321179,40.73948989967023,hard
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,,Bronx,No,-73.81744780621001,40.84885210522909,hard
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.8834055446704,40.889692705242624,easy
Pelham Bay Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Bronx,No,-73.79696290708888,40.85646201774314,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77134864790636,40.73982873600201,hard
Marine Park,Over 8 feet,Class IV : Highly Developed,Sand,Level,Red Trail,Brooklyn,Yes,-73.92447984357008,40.59616591404307,hard
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Bike Path,Bronx,Yes,-73.88934094412299,40.88952451734248,easy
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Sloped,,Manhattan,No,-73.92544349819896,40.86910923480374,medium
Cunningham Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,White Trail,Queens,Yes,-73.76907543002541,40.7282511456547,hard
Bronx Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.8707721269549,40.86820795659823,easy
Castle Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Wappinger Trail,Bronx,No,-73.85007187197932,40.81390009296742,easy
Van Cortlandt Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,,Bronx,No,-73.89432493642883,40.90837485172892,hard
Conference House Park,Over 8 feet,Class V : Fully Developed,Gravel,Level,,Staten Island,No,-74.25390993455845,40.5055828886774,hard
Pelham Bay Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Bronx,No,-73.82027636813119,40.852475769559206,hard
Cunningham Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Wavy,Orange Trail,Queens,Yes,-73.7611075812482,40.72796343207382,hard
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Manhattan,No,-73.92746866740596,40.86795110805709,easy
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level,Cross Country,Bronx,Yes,-73.8912921774773,40.8914622232324,hard
Marine Park,Over 8 feet,Class V : Fully Developed,Concrete,Level,,Brooklyn,No,-73.92677535263323,40.60655973688094,easy
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77408294917552,40.74128951604505,hard
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Sloped,,Manhattan,No,-73.92368271848564,40.87195988384697,hard
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.89050658485498,40.90837102014879,easy
Marine Park,2 feet to less than 4 feet,Class III : Developed/Improved,Sand,Level,Blue Trail,Brooklyn,Yes,-73.91952639051682,40.59125055906288,hard
Sherman Creek,4 feet to less than 6 feet,Class IV : Highly Developed,Gravel,Level,,Manhattan,No,-73.92192635854622,40.85776936623791,hard
Van Cortlandt Park,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Sloped,,Bronx,No,-73.89535617103371,40.90874803427895,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Biking Trail,Queens,No,-73.76909074350777,40.74126609480954,hard
Inwood Hill Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Sloped,,Manhattan,No,-73.92918422418109,40.87068245688543,medium
Cunningham Park,2 feet to less than 4 feet,Class IV : Highly Developed,Dirt,Sloped,Biking Trail,Queens,No,-73.7678579476385,40.74504990178065,hard
Soundview Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Bronx River Greenway,Bronx,No,-73.86827867979635,40.81226534219531,easy
Pelham Bay Park,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Level,,Bronx,No,-73.79291301678374,40.86919881227631,easy
Conference House Park,Over 8 feet,Class IV : Highly Developed,Sand,Level,Blue Trail,Staten Island,Yes,-74.24570478913884,40.49709719198405,hard
Pelham Bay Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,,Bronx,No,-73.79422329813603,40.8730794593748,hard
Sherman Creek,6 feet to less than 8 feet,Class IV : Highly Developed,Wood Chips,Level,,Manhattan,No,-73.92235438712989,40.85954345241269,hard
Van Cortlandt Park,4 feet to less than 6 feet,Class IV : Highly Developed,Gravel,Sloped,Cross Country,Bronx,Yes,-73.8915471522381,40.89598484322029,hard
Marine Park,4 feet to less than 6 feet,Class IV : Highly Developed,Sand,Level,Red Trail,Brooklyn,Yes,-73.92699176758678,40.5990329864811,hard
Jamaica Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Grasses,Level,Blue Trail,Queens,Yes,-73.76328159285912,40.61142752150193,hard
Pelham Bay Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Bronx,No,-73.80253128645792,40.85862349691413,hard
Kissena Corridor Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level,,Queens,No,-73.81911011142297,40.74667461616082,hard
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,,Bronx,No,-73.81732670308318,40.85052365303146,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.76535377773315,40.74013997543426,hard
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Siwanoy Trail,Bronx,Yes,-73.80497456183367,40.87076798931257,hard
Forest Park,6 feet to less than 8 feet,Class IV : Highly Developed,Wood Chips,Level,,Queens,Yes,-73.8380090581257,40.70971494865308,hard
Bronx Park,Over 8 feet,Class IV : Highly Developed,Paved,Level,Red Trail,Bronx,Yes,-73.87246941095664,40.8716185280033,easy
Prospect Park,Over 8 feet,Class IV : Highly Developed,Paved,Level,,Brooklyn,No,-73.96677408746466,40.66854457589158,easy
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped,,Staten Island,No,-74.12358442715382,40.58691096374698,medium
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level,Putnam Greenway,Bronx,Yes,-73.89123572351616,40.890809660106434,hard
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.82464707452745,40.85189032434175,easy
Van Cortlandt Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,John Muir Trail,Bronx,Yes,-73.8880529111096,40.90059916435679,hard
Fresh Creek Nature Preserve,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Level,,Brooklyn,No,-73.8804674531684,40.64246853260235,easy
Pelham Bay Park,6 feet to less than 8 feet,Class IV : Highly Developed,Paved,Level,,Bronx,No,-73.80230412775819,40.859598141401776,easy
Riverdale Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,Red Trail,Bronx,Yes,-73.91490304136785,40.89753567408541,hard
Pelham Bay Park,Less than 2 feet,Class I : Minimal/Undeveloped,Dirt,Level,,Bronx,No,-73.81642780065155,40.84899810001709,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Biking Trail,Queens,No,-73.76840344782363,40.73925071973471,medium
Forest Park,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Wavy,Blue Trail/Orange Trail,Queens,Yes,-73.85060898337,40.70410506680446,hard
Inwood Hill Park,4 feet to less than 6 feet,Class V : Fully Developed,Paved,Sloped,,Manhattan,No,-73.92372112981433,40.87018564402199,hard
Prospect Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.96480487934463,40.65937443874472,easy
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.88403319859306,40.89063194195455,easy
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level,Cross Country,Bronx,Yes,-73.8968666955905,40.89191016567702,hard
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.82357019295526,40.84758167223862,easy
Prospect Park,Over 8 feet,Class IV : Highly Developed,Paved,Level,,Brooklyn,No,-73.96588752659044,40.66703371388874,easy
Marine Park,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Sand,Wavy,Red Trail,Brooklyn,Yes,-73.9228954508294,40.594474118206335,hard
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Paved,Level,,Bronx,No,-73.8784411400926,40.900353838550025,easy
Prospect Park,Over 8 feet,Class IV : Highly Developed,Paved,Level,,Brooklyn,No,-73.96865682419057,40.6658101855687,medium
Allison Pond Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Red/White Trail,Staten Island,Yes,-74.09937815930377,40.636655645748974,hard
Van Cortlandt Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Bronx,No,-73.8802108745788,40.90593774431294,hard
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.89797468605143,40.88878209919164,easy
High Rock Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Blue Trail,Staten Island,Yes,-74.12729167248585,40.57911663960234,easy
Prospect Park,Over 8 feet,Class V : Fully Developed,Concrete,Level,,Brooklyn,No,-73.9725296688266,40.65824590645787,easy
Spuyten Duyvil Shorefront Park,4 feet to less than 6 feet,Class IV : Highly Developed,Gravel,Level,,Bronx,No,-73.92005489018818,40.87795448536474,hard
Pelham Bay Park,6 feet to less than 8 feet,Class III : Developed/Improved,Gravel,Level,,Bronx,No,-73.78686993710394,40.87105116467471,hard
Forest Park,4 feet to less than 6 feet,Class III : Developed/Improved,Paved,Level,Orange Trail,Queens,Yes,-73.84474820577259,40.707463111010576,easy
Van Cortlandt Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,Cass Gallagher Nature Trail,Bronx,Yes,-73.89309598796545,40.90338996389022,hard
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Siwanoy Trail,Bronx,Yes,-73.80657373333005,40.86795807628561,hard
Van Cortlandt Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,John Kieran Nature Trail,Bronx,Yes,-73.88995974186861,40.89167285040112,hard
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Gravel,Level,Cross Country/ John Muir Trail,Bronx,Yes,-73.89171704951771,40.89942020912061,hard
Pelham Bay Park,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level,Bridle Trail,Bronx,Yes,-73.79623567225651,40.88093820521557,hard
Marine Park,Over 8 feet,Class II : Simple/Minor Developed,Sand,Wavy,Red Trail,Brooklyn,Yes,-73.92242122426563,40.59362970897229,hard
Willowbrook Parkway,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,,Staten Island,Yes,-74.13028366533462,40.56250422240625,hard
Prospect Park,6 feet to less than 8 feet,Class IV : Highly Developed,Wood Chips,Level,,Brooklyn,No,-73.96584364194112,40.663102111848495,hard
High Rock Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,Blue Trail,Staten Island,Yes,-74.12315365410093,40.58413066902549,hard
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.82398113405368,40.854195359337375,easy
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped,Biking Trail,Queens,No,-73.76744123909964,40.73889849743305,medium
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.82640721229411,40.84874919731428,easy
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level,Cross Country,Bronx,Yes,-73.89354894355561,40.89592451630594,hard
Seton Falls Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Orange Trail,Bronx,Yes,-73.84061182918877,40.888229839210325,easy
LaTourette Park & Golf Course,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Wavy,"Red Trail, Yellow Trail",Staten Island,Yes,-74.14313336947538,40.5825184445295,hard
Pelham Bay Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level,,Bronx,No,-73.82038022236429,40.85416789110872,hard
Cunningham Park,Less than 2 feet,Class II : Simple/Minor Developed,Dirt,Wavy,Biking Trail,Queens,No,-73.77378235497642,40.74207726310553,hard
Pelham Bay Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Bronx,No,-73.80403135651082,40.85858968911051,hard
Goodhue Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Red Trail,Staten Island,Yes,-74.09802321327051,40.63594030507748,hard
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Gravel,Level,Cross Country,Bronx,Yes,-73.89009561957015,40.89899692606181,hard
Spuyten Duyvil Shorefront Park,Over 8 feet,Class V : Fully Developed,Gravel,Level,,Bronx,No,-73.92066053595,40.87879837734312,hard
Pelham Bay Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.82501789277923,40.84766606180998,easy
Van Cortlandt Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,John Kieran Nature Trail,Bronx,Yes,-73.89021232376633,40.89090292981329,hard
Kissena Corridor Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level,,Queens,No,-73.81941849388909,40.74708761210622,hard
Willowbrook Parkway,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Wavy,,Staten Island,No,-74.13108763588994,40.57005106354594,hard
Marine Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.9296199439735,40.604843200809626,easy
Marine Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Sand,Level,Blue Trail,Brooklyn,Yes,-73.92432459308766,40.59714661642989,hard
LaTourette Park & Golf Course,2 feet to less than 4 feet,Class IV : Highly Developed,Dirt,Level,,Staten Island,Yes,-74.16397536244432,40.57211949412546,hard
Riverdale Park,Less than 2 feet,Class I : Minimal/Undeveloped,Dirt,Level,,Bronx,No,-73.91458699200706,40.90018586533039,hard
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped,Paulo's Peak Trail,Staten Island,Yes,-74.12954173544048,40.58459100931144,hard
Seton Falls Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level,Red Trail,Bronx,Yes,-73.83654611873322,40.88870443897381,hard
Pelham Bay Park,Over 8 feet,Class IV : Highly Developed,Dirt,Level,,Bronx,No,-73.8217739431777,40.8538302570424,hard
Prospect Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.9695186971208,40.66215200197326,easy
Prospect Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.97140054989815,40.65916604934807,easy
Bronx Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.8731591682836,40.868784203596654,easy
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Blue Trail,Staten Island,Yes,-74.11657555290759,40.59806504682282,hard
High Rock Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,,Staten Island,No,-74.12392357053669,40.58010701362538,hard
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Paved,Level,,Bronx,No,-73.87964906097585,40.89653818751617,easy
Van Cortlandt Park,Over 8 feet,Class IV : Highly Developed,Gravel,Level,,Bronx,No,-73.89159912495123,40.89519330993995,hard
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Sloped,White Trail,Manhattan,Yes,-73.9275324846908,40.87562876630237,hard
Marine Park,4 feet to less than 6 feet,Class IV : Highly Developed,Sand,Level,Red Trail,Brooklyn,Yes,-73.9282271827239,40.59887192454953,hard
Pelham Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Siwanoy Trail,Bronx,Yes,-73.80391945692952,40.87144760341389,hard
Marine Park,4 feet to less than 6 feet,Class III : Developed/Improved,Sand,Level,Red Trail,Brooklyn,Yes,-73.92515097697499,40.59807867915003,hard
Van Cortlandt Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Bronx,No,-73.88240927492397,40.897403864084055,hard
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Gravel,Level,John Muir Trail,Bronx,Yes,-73.87771946192808,40.90324526557894,hard
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Manhattan,No,-73.93121003616713,40.87007880242247,easy
Cunningham Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Queens,No,-73.7680235971106,40.73486622826114,hard
Pelham Bay Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,,Bronx,No,-73.79110075818312,40.87492716103006,hard
Ferry Point Park,6 feet to less than 8 feet,Class IV : Highly Developed,Grasses,Wavy,,Bronx,No,-73.83530604664216,40.8061190884556,hard
